DID_CONVERGE,CLASS,SCORE,META_SCORE,ROUND_NUM,NUM_PLAYERS,NUM_TABLES,NUM_MAX_TABLES,NUM_MIN_TABLES,MAX_SEATS_PER_TABLE,MIN_SEATS_PER_TABLE
True,PERFECT,0.0,6,1,6,2,0,2,4,3
False,NONE,5.76,2,2,6,2,0,2,4,3
False,NONE,5.03063,4,3,6,2,0,2,4,3
True,FAIR,4.76963,6,4,6,2,0,2,4,3
False,NONE,8.53063,2,5,6,2,0,2,4,3
False,NONE,6.62176,3,6,6,2,0,2,4,3
False,NONE,6.56236,4,7,6,2,0,2,4,3
False,NONE,4.82233,3,8,6,2,0,2,4,3
True,PERFECT,0.0,7,1,7,2,1,1,4,3
False,NONE,6.05975,1,2,7,2,1,1,4,3
False,NONE,5.89845,2,3,7,2,1,1,4,3
False,NONE,7.93498,1,4,7,2,1,1,4,3
False,NONE,8.78958,1,5,7,2,1,1,4,3
False,NONE,6.8636,2,6,7,2,1,1,4,3
False,NONE,7.99099,1,7,7,2,1,1,4,3
False,NONE,9.44302,1,8,7,2,1,1,4,3
True,PERFECT,0.0,8,1,8,2,2,0,4,3
True,FAIR,6.35951,8,2,8,2,2,0,4,3
True,FAIR,6.35951,8,3,8,2,2,0,4,3
True,FAIR,6.35951,8,4,8,2,2,0,4,3
False,NONE,8.49481,6,5,8,2,2,0,4,3
False,NONE,11.55468,7,6,8,2,2,0,4,3
False,NONE,10.80254,7,7,8,2,2,0,4,3
False,NONE,9.88081,2,8,8,2,2,0,4,3
True,PERFECT,0.0,9,1,9,3,0,3,4,3
False,NONE,4.59,8,2,9,3,0,3,4,3
False,NONE,1.44,8,3,9,3,0,3,4,3
False,NONE,4.32,6,4,9,3,0,3,4,3
False,NONE,6.58891,8,5,9,3,0,3,4,3
True,FAIR,3.62578,9,6,9,3,0,3,4,3
True,FAIR,2.88778,9,7,9,3,0,3,4,3
False,NONE,4.97383,4,8,9,3,0,3,4,3
True,PERFECT,0.0,10,1,10,3,1,2,4,3
False,NONE,1.58988,8,2,10,3,1,2,4,3
False,NONE,1.60067,7,3,10,3,1,2,4,3
False,NONE,6.60043,1,4,10,3,1,2,4,3
False,NONE,5.70004,1,5,10,3,1,2,4,3
False,NONE,7.25664,1,6,10,3,1,2,4,3
False,NONE,6.6655,2,7,10,3,1,2,4,3
False,NONE,6.7659,1,8,10,3,1,2,4,3
True,PERFECT,0.0,11,1,11,3,2,1,4,3
False,NONE,3.17975,7,2,11,3,2,1,4,3
False,NONE,3.91555,3,3,11,3,2,1,4,3
False,NONE,7.23854,1,4,11,3,2,1,4,3
False,NONE,6.76769,1,5,11,3,2,1,4,3
False,NONE,7.01905,1,6,11,3,2,1,4,3
False,NONE,8.59307,1,7,11,3,2,1,4,3
False,NONE,7.35314,1,8,11,3,2,1,4,3
True,PERFECT,0.0,12,1,12,3,3,0,4,3
False,NONE,4.76963,6,2,12,3,3,0,4,3
False,NONE,4.46321,4,3,12,3,3,0,4,3
False,NONE,5.21238,1,4,12,3,3,0,4,3
False,NONE,8.68946,1,5,12,3,3,0,4,3
False,NONE,8.70856,1,6,12,3,3,0,4,3
