DID_CONVERGE,CLASS,SCORE,META_SCORE,ROUND_NUM,NUM_PLAYERS,NUM_TABLES,NUM_MAX_TABLES,NUM_MIN_TABLES,MAX_SEATS_PER_TABLE,MIN_SEATS_PER_TABLE
True,PERFECT,0.0,6,1,6,2,0,2,4,3
False,NONE,5.76,2,2,6,2,0,2,4,3
False,NONE,5.03063,4,3,6,2,0,2,4,3
True,FAIR,15.9163,6,4,6,2,0,2,4,3
False,NONE,5.03063,4,5,6,2,0,2,4,3
False,NONE,4.93536,1,6,6,2,0,2,4,3
False,NONE,4.8551,2,7,6,2,0,2,4,3
False,NONE,4.79045,2,8,6,2,0,2,4,3
True,PERFECT,0.0,7,1,7,2,1,1,4,3
False,NONE,6.05975,1,2,7,2,1,1,4,3
False,NONE,5.89845,2,3,7,2,1,1,4,3
False,NONE,6.89987,3,4,7,2,1,1,4,3
False,NONE,8.4695,2,5,7,2,1,1,4,3
False,NONE,9.1201,2,6,7,2,1,1,4,3
False,NONE,8.10757,1,7,7,2,1,1,4,3
False,NONE,9.78874,1,8,7,2,1,1,4,3
True,PERFECT,0.0,8,1,8,2,2,0,4,3
True,FAIR,6.35951,8,2,8,2,2,0,4,3
True,FAIR,6.35951,8,3,8,2,2,0,4,3
False,NONE,8.15112,2,4,8,2,2,0,4,3
False,NONE,7.64505,2,5,8,2,2,0,4,3
False,NONE,7.36015,2,6,8,2,2,0,4,3
False,NONE,9.40871,2,7,8,2,2,0,4,3
False,NONE,9.54787,5,8,8,2,2,0,4,3
True,PERFECT,0.0,9,1,9,3,0,3,4,3
True,PERFECT,0.0,9,2,9,3,0,3,4,3
False,NONE,2.15063,5,3,9,3,0,3,4,3
False,NONE,2.72012,2,4,9,3,0,3,4,3
True,FAIR,4.83891,9,5,9,3,0,3,4,3
False,NONE,3.68218,1,6,9,3,0,3,4,3
False,NONE,5.13668,1,7,9,3,0,3,4,3
False,NONE,4.59705,1,8,9,3,0,3,4,3
True,PERFECT,0.0,10,1,10,3,1,2,4,3
False,NONE,1.58988,8,2,10,3,1,2,4,3
False,NONE,2.69567,5,3,10,3,1,2,4,3
False,NONE,5.81646,2,4,10,3,1,2,4,3
False,NONE,6.30901,1,5,10,3,1,2,4,3
False,NONE,7.19832,1,6,10,3,1,2,4,3
False,NONE,6.66963,1,7,10,3,1,2,4,3
False,NONE,5.56269,1,8,10,3,1,2,4,3
True,PERFECT,0.0,11,1,11,3,2,1,4,3
False,NONE,3.17975,7,2,11,3,2,1,4,3
False,NONE,3.91555,3,3,11,3,2,1,4,3
False,NONE,6.60316,2,4,11,3,2,1,4,3
False,NONE,6.67883,1,5,11,3,2,1,4,3
False,NONE,6.02551,2,6,11,3,2,1,4,3
False,NONE,7.12948,1,7,11,3,2,1,4,3
False,NONE,7.72556,1,8,11,3,2,1,4,3
True,PERFECT,0.0,12,1,12,3,3,0,4,3
False,NONE,4.76963,6,2,12,3,3,0,4,3
False,NONE,4.15679,2,3,12,3,3,0,4,3
False,NONE,6.01162,2,4,12,3,3,0,4,3
False,NONE,4.32225,1,5,12,3,3,0,4,3
False,NONE,8.33796,2,6,12,3,3,0,4,3
