DID_CONVERGE,CLASS,SCORE,META_SCORE,ROUND_NUM,NUM_PLAYERS,NUM_TABLES,NUM_MAX_TABLES,NUM_MIN_TABLES,MAX_SEATS_PER_TABLE,MIN_SEATS_PER_TABLE
True,PERFECT,0.0,6,1,6,2,0,2,4,3
False,NONE,5.76,2,2,6,2,0,2,4,3
False,NONE,5.03063,4,3,6,2,0,2,4,3
True,FAIR,4.76963,6,4,6,2,0,2,4,3
False,NONE,5.03063,4,5,6,2,0,2,4,3
False,NONE,4.81094,4,6,6,2,0,2,4,3
False,NONE,4.90013,2,7,6,2,0,2,4,3
False,NONE,4.82233,3,8,6,2,0,2,4,3
True,PERFECT,0.0,7,1,7,2,1,1,4,3
False,NONE,6.05975,1,2,7,2,1,1,4,3
False,NONE,5.89845,2,3,7,2,1,1,4,3
False,NONE,8.01366,1,4,7,2,1,1,4,3
False,NONE,8.06567,1,5,7,2,1,1,4,3
False,NONE,8.65327,2,6,7,2,1,1,4,3
False,NONE,9.332,1,7,7,2,1,1,4,3
False,NONE,8.44011,1,8,7,2,1,1,4,3
True,PERFECT,0.0,8,1,8,2,2,0,4,3
True,FAIR,6.35951,8,2,8,2,2,0,4,3
True,FAIR,6.35951,8,3,8,2,2,0,4,3
True,FAIR,23.66845,8,4,8,2,2,0,4,3
False,NONE,7.64505,2,5,8,2,2,0,4,3
False,NONE,8.3714,1,6,8,2,2,0,4,3
False,NONE,9.31484,2,7,8,2,2,0,4,3
False,NONE,9.24998,2,8,8,2,2,0,4,3
True,PERFECT,0.0,9,1,9,3,0,3,4,3
True,PERFECT,0.0,9,2,9,3,0,3,4,3
False,NONE,4.66594,2,3,9,3,0,3,4,3
False,NONE,3.66827,2,4,9,3,0,3,4,3
False,NONE,3.68725,5,5,9,3,0,3,4,3
False,NONE,4.87906,1,6,9,3,0,3,4,3
False,NONE,4.74139,1,7,9,3,0,3,4,3
False,NONE,4.65515,3,8,9,3,0,3,4,3
True,PERFECT,0.0,10,1,10,3,1,2,4,3
False,NONE,1.58988,8,2,10,3,1,2,4,3
False,NONE,5.33763,3,3,10,3,1,2,4,3
False,NONE,7.31117,2,4,10,3,1,2,4,3
False,NONE,5.4971,2,5,10,3,1,2,4,3
False,NONE,6.1277,2,6,10,3,1,2,4,3
False,NONE,5.83874,1,7,10,3,1,2,4,3
False,NONE,6.70519,1,8,10,3,1,2,4,3
True,PERFECT,0.0,11,1,11,3,2,1,4,3
False,NONE,3.17975,7,2,11,3,2,1,4,3
False,NONE,4.77279,2,3,11,3,2,1,4,3
False,NONE,7.60897,1,4,11,3,2,1,4,3
False,NONE,6.02568,1,5,11,3,2,1,4,3
False,NONE,8.9533,1,6,11,3,2,1,4,3
False,NONE,6.74982,2,7,11,3,2,1,4,3
False,NONE,6.06945,1,8,11,3,2,1,4,3
True,PERFECT,0.0,12,1,12,3,3,0,4,3
False,NONE,4.76963,6,2,12,3,3,0,4,3
False,NONE,5.75,2,3,12,3,3,0,4,3
False,NONE,6.5433,1,4,12,3,3,0,4,3
False,NONE,8.07557,1,5,12,3,3,0,4,3
False,NONE,7.35731,1,6,12,3,3,0,4,3
